title,published,link,content
Instagram and Facebook Page Insights - Download to Spreadsheet - Upwork,"Fri, 01 Apr 2022 11:11:05 +0000",https://www.upwork.com/jobs/Instagram-and-Facebook-Page-Insights-Download-Spreadsheet_%7E01e4b3a094d2344d32?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'We&#039;re seeking an experienced data extraction professional to create a link to our own company&#039;s Instagram Account and Facebook page. Want to be able to download our previous and ongoing social media insights - reach, engagement, etc from all posts, as well as track overall follower count and profile views over time. <br /><br /><b>Hourly Range</b>: $6.00-$18.00\n\n<br /><b>Posted On</b>: April 01, 2022 11:11 UTC<br /><b>Category</b>: Social Media Marketing<br /><b>Skills</b>:Facebook,     Data Mining,     Data Scraping,     Microsoft Excel,     Instagram,     Social Media Marketing    \n<br /><b>Skills</b>:        Facebook,                     Data Mining,                     Data Scraping,                     Microsoft Excel,                     Instagram,                     Social Media Marketing            <br /><b>Country</b>: India\n<br /><a href=""https://www.upwork.com/jobs/Instagram-and-Facebook-Page-Insights-Download-Spreadsheet_%7E01e4b3a094d2344d32?source=rss"">click to apply</a>'}]"
Data Scraping Work - Upwork,"Fri, 01 Apr 2022 11:09:13 +0000",https://www.upwork.com/jobs/Data-Scraping-Work_%7E0143bccbf88affa35c?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Hey! I hope that you are well. So i need a data scraping person who have some experience in data scraping work. Check details about the work heree... https://bit.ly/35t6sv9&nbsp;&nbsp;<br /><br />\nAfter...you have checked then tell in proposal how much you will charge and time required to complete this job.&nbsp;&nbsp;<br /><br />\nReagrds<br /><br /><b>Budget</b>: $80\n<br /><b>Posted On</b>: April 01, 2022 11:09 UTC<br /><b>Category</b>: Data Extraction<br /><b>Skills</b>:Data Scraping    \n<br /><b>Skills</b>:        Data Scraping            <br /><b>Country</b>: Finland\n<br /><a href=""https://www.upwork.com/jobs/Data-Scraping-Work_%7E0143bccbf88affa35c?source=rss"">click to apply</a>'}]"
Scraping big data - Upwork,"Fri, 01 Apr 2022 10:35:42 +0000",https://www.upwork.com/jobs/Scraping-big-data_%7E0188441a792fdecdd0?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'i need to scrap web data from&nbsp;&nbsp;a website ,data extraction is the process of collecting or retrieving disparate types of data from a variety of sources, many of which may be poorly organized or completely unstructured. Data extraction makes it possible to consolidate, process, and refine data so that it can be stored in a centralized location in order to be transformed. These locations may be on-site, cloud-based, or a hybrid of the two.<br /><br /><b>Hourly Range</b>: $9.00-$28.00\n\n<br /><b>Posted On</b>: April 01, 2022 10:35 UTC<br /><b>Category</b>: Data Extraction<br /><b>Skills</b>:Data Scraping,     Selenium,     Data Extraction,     Scrapy    \n<br /><b>Skills</b>:        Data Scraping,                     Selenium,                     Data Extraction,                     Scrapy            <br /><b>Country</b>: Morocco\n<br /><a href=""https://www.upwork.com/jobs/Scraping-big-data_%7E0188441a792fdecdd0?source=rss"">click to apply</a>'}]"
Lead Scraper For Pet Niche Brands - Upwork,"Fri, 01 Apr 2022 10:28:39 +0000",https://www.upwork.com/jobs/Lead-Scraper-For-Pet-Niche-Brands_%7E01324afdff2d1b9349?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Follow attached doc. Ensure to keep layout as mentioned in attached doc. Remember to verify email addresses. <br /><br /><b>Budget</b>: $10\n<br /><b>Posted On</b>: April 01, 2022 10:28 UTC<br /><b>Category</b>: Lead Generation<br /><b>Skills</b>:Lead Generation    \n<br /><b>Skills</b>:        Lead Generation            <br /><b>Country</b>: United Kingdom\n<br /><a href=""https://www.upwork.com/jobs/Lead-Scraper-For-Pet-Niche-Brands_%7E01324afdff2d1b9349?source=rss"">click to apply</a>'}]"
"Web scraping, need the end product and code as well - Upwork","Fri, 01 Apr 2022 10:21:00 +0000",https://www.upwork.com/jobs/Web-scraping-need-the-end-product-and-code-well_%7E01b177839e84cac4a2?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'scrap data from a website, with detail instruction and template provided.<br />\nplease message me and I will send you the web the instruction for your assessment. Thanks.<br /><br /><b>Budget</b>: $20\n<br /><b>Posted On</b>: April 01, 2022 10:21 UTC<br /><b>Category</b>: Data Extraction<br /><b>Skills</b>:Data Scraping,     JavaScript,     Python    \n<br /><b>Skills</b>:        Data Scraping,                     JavaScript,                     Python            <br /><b>Country</b>: Hong Kong\n<br /><a href=""https://www.upwork.com/jobs/Web-scraping-need-the-end-product-and-code-well_%7E01b177839e84cac4a2?source=rss"">click to apply</a>'}]"
I Need a python expert - Upwork,"Fri, 01 Apr 2022 10:09:03 +0000",https://www.upwork.com/jobs/Need-python-expert_%7E01b64a5771f177c3dd?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Valuable client <br />\nI need to add one more layer to a feedforward project.<br />\nYou can use google colab to open this project or notebook<br /><br /><b>Hourly Range</b>: $17.00-$20.00\n\n<br /><b>Posted On</b>: April 01, 2022 10:09 UTC<br /><b>Category</b>: Scripting &amp; Automation<br /><b>Skills</b>:Python,     Data Scraping,     Data Science,     Web Development,     Data Analysis    \n<br /><b>Skills</b>:        Python,                     Data Scraping,                     Data Science,                     Web Development,                     Data Analysis            <br /><b>Country</b>: Pakistan\n<br /><a href=""https://www.upwork.com/jobs/Need-python-expert_%7E01b64a5771f177c3dd?source=rss"">click to apply</a>'}]"
Remove My Instagram Bot/Fake Followers - Upwork,"Fri, 01 Apr 2022 09:40:58 +0000",https://www.upwork.com/jobs/Remove-Instagram-Bot-Fake-Followers_%7E01764da36dfa728390?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'I want to clean my Instagram Bot followers. I am not getting any engagement, though I have 4k+ followers.<br /><br /><b>Budget</b>: $20\n<br /><b>Posted On</b>: April 01, 2022 09:40 UTC<br /><b>Category</b>: Social Media Marketing<br /><b>Skills</b>:Instagram,     Instagram API,     Python,     Social Media Management,     Social Media Marketing,     Facebook,     Automation,     Data Scraping    \n<br /><b>Skills</b>:        Instagram,                     Instagram API,                     Python,                     Social Media Management,                     Social Media Marketing,                     Facebook,                     Automation,                     Data Scraping            <br /><b>Country</b>: United States\n<br /><a href=""https://www.upwork.com/jobs/Remove-Instagram-Bot-Fake-Followers_%7E01764da36dfa728390?source=rss"">click to apply</a>'}]"
Property data scrapping - Upwork,"Fri, 01 Apr 2022 09:40:04 +0000",https://www.upwork.com/jobs/Property-data-scrapping_%7E0171b8fa2f53ddcd39?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'I am a property investor in the UK. I am looking for someone who can scrap the internet and find below market value properties on rightmove, Zoopla, Gumtree, facebook market, spare room and open rent. I am also looking for sellers who are motivated and want a quick sale I.E cash sale.<br />\n&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;The types of properties we are looking for is 2 + bedrooms, houses only, run down properties that need refurbishments so we can refinance after 6 months and pull all our money back out. Maximum budget &pound;250,000.<br />\n&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<br />\nThis bit below try and get as much information as possible please<br />\nWe would like as much detail as possible sent over on a spreadsheet I.E property details, asking price, % of below market value price, customers name, What property can potentially sell for 6 months later&nbsp;&nbsp;<br /><br /><b>Hourly Range</b>: $4.00-$15.00\n\n<br /><b>Posted On</b>: April 01, 2022 09:40 UTC<br /><b>Category</b>: Data Extraction<br /><b>Skills</b>:Data Scraping,     Microsoft Excel,     Scraper,     Lead Generation,     List Building,     Market Research,     Virtual Assistant,     Data Collection    \n<br /><b>Skills</b>:        Data Scraping,                     Microsoft Excel,                     Scraper,                     Lead Generation,                     List Building,                     Market Research,                     Virtual Assistant,                     Data Collection            <br /><b>Country</b>: United Kingdom\n<br /><a href=""https://www.upwork.com/jobs/Property-data-scrapping_%7E0171b8fa2f53ddcd39?source=rss"">click to apply</a>'}]"
Date Entry - Upwork,"Fri, 01 Apr 2022 09:33:00 +0000",https://www.upwork.com/jobs/Date-Entry_%7E01df62812acd7f53e2?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': '<br />\nThere is data in a website that is table-like but is not able to be copy and pasted and off-the-shelf scrapers cannot seem to grab it.<br />\nI want to convert the data from the website into a spreadsheet.<br />\nSlightly complicating the task is the fact the data spans several pages.<br />\nThe user must hit a Next button at the bottom to see the next page.<br />\nAttaching images from the top and bottom of the table-like portion of the site.<br /><br />\nData Entry, Data Processing, Excel, PHP, Web Scraping<br /><br /><br /><b>Budget</b>: $1,000\n<br /><b>Posted On</b>: April 01, 2022 09:33 UTC<br /><b>Category</b>: Data Entry<br /><b>Skills</b>:Data Entry,     Microsoft Excel,     Accuracy Verification,     Database,     Microsoft Word,     Product Listings,     Sales Lead Lists,     Researcher,     Google Docs,     List Building,     Web Service,     Spreadsheet Software    \n<br /><b>Skills</b>:        Data Entry,                     Microsoft Excel,                     Accuracy Verification,                     Database,                     Microsoft Word,                     Product Listings,                     Sales Lead Lists,                     Researcher,                     Google Docs,                     List Building,                     Web Service,                     Spreadsheet Software            <br /><b>Country</b>: Brazil\n<br /><a href=""https://www.upwork.com/jobs/Date-Entry_%7E01df62812acd7f53e2?source=rss"">click to apply</a>'}]"
"Scrape data of Programming, software developer  - Upwork","Fri, 01 Apr 2022 09:21:04 +0000",https://www.upwork.com/jobs/Scrape-data-Programming-software-developer_%7E01ed7928445027da83?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Hello <br /><br />\nI need data of programming, software developer From Netherlands <br /><br />\nplatforms: LinkedIn, Careerbuilder, Glassdoor<br /><br />\ncontact me asap for more details <br /><br />\nThanks <br /><br /><b>Budget</b>: $10\n<br /><b>Posted On</b>: April 01, 2022 09:21 UTC<br /><b>Category</b>: Data Extraction<br /><b>Skills</b>:Python,     JavaScript,     Java,     API,     C++,     PHP,     HTML,     C#,     CSS,     Desktop Application    \n<br /><b>Skills</b>:        Python,                     JavaScript,                     Java,                     API,                     C++,                     PHP,                     HTML,                     C#,                     CSS,                     Desktop Application            <br /><b>Country</b>: Italy\n<br /><a href=""https://www.upwork.com/jobs/Scrape-data-Programming-software-developer_%7E01ed7928445027da83?source=rss"">click to apply</a>'}]"
Convert Non-Table Data From Website into Spreadsheet - Upwork,"Fri, 01 Apr 2022 09:11:55 +0000",https://www.upwork.com/jobs/Convert-Non-Table-Data-From-Website-into-Spreadsheet_%7E01611daadbd065deab?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': '<br />\nThere is data in a website that is table-like but is not able to be copy and pasted and off-the-shelf scrapers cannot seem to grab it.&nbsp;&nbsp;I want to convert the data from the website into a spreadsheet.&nbsp;&nbsp;Slightly complicating the task is the fact the data spans several pages - the user must hit a Next button at the bottom to see the next page.&nbsp;&nbsp;Attaching images from the top and bottom of the table-like portion of the site.<br />\nData Entry, Data Processing, Excel, PHP, Web Scraping<br /><br /><br /><b>Budget</b>: $1,000\n<br /><b>Posted On</b>: April 01, 2022 09:11 UTC<br /><b>Category</b>: Data Entry<br /><b>Skills</b>:Data Entry,     Data Scraping,     Microsoft Excel,     Data Processing,     Excelsoft Technologies Saras    \n<br /><b>Skills</b>:        Data Entry,                     Data Scraping,                     Microsoft Excel,                     Data Processing,                     Excelsoft Technologies Saras            <br /><b>Location Requirement</b>: Only freelancers located in the United States may apply.\n<br /><b>Country</b>: United States\n<br /><a href=""https://www.upwork.com/jobs/Convert-Non-Table-Data-From-Website-into-Spreadsheet_%7E01611daadbd065deab?source=rss"">click to apply</a>'}]"
Need instagram lead expert (emails) - Upwork,"Fri, 01 Apr 2022 08:55:50 +0000",https://www.upwork.com/jobs/Need-instagram-lead-expert-emails_%7E01b6e750ddfae89694?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Need someone who can do instagram scraping for emails<br /><br /><b>Budget</b>: $1,000\n<br /><b>Posted On</b>: April 01, 2022 08:55 UTC<br /><b>Category</b>: Lead Generation<br /><b>Skills</b>:Data Scraping,     Lead Generation,     List Building    \n<br /><b>Skills</b>:        Data Scraping,                     Lead Generation,                     List Building            <br /><b>Country</b>: Australia\n<br /><a href=""https://www.upwork.com/jobs/Need-instagram-lead-expert-emails_%7E01b6e750ddfae89694?source=rss"">click to apply</a>'}]"
Lead Generation Data Searching - Upwork,"Fri, 01 Apr 2022 08:38:16 +0000",https://www.upwork.com/jobs/Lead-Generation-Data-Searching_%7E01059b6f52932f02e9?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Required a person who is eligible for searching the companies who want to promote our business through marketing we required their full name and their designation company name company address phone number and email address. Demand only fresh data.<br />\nCountries<br />\nUK&nbsp;&nbsp;Pakistan for one sheet<br />\nnext sheet USA&nbsp;&nbsp;&nbsp;Australia&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Qatar&nbsp;&nbsp;&nbsp;Russia&nbsp;&nbsp;&nbsp;&nbsp;Brazils&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;United Arab Emirates&nbsp;&nbsp;Ireland&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Switzerland&nbsp;&nbsp;Luxembourg&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Norway&nbsp;&nbsp;Qatar&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Singapore&nbsp;&nbsp;&nbsp;Brunei Darussalam&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Macao SAR Spain Estonia Poland<br />\nHungary Puerto Rico Portugal&nbsp;&nbsp;Slovak Republic&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Aruba The Bahamas&nbsp;&nbsp;Latvia Turkey&nbsp;&nbsp;&nbsp;Romania&nbsp;&nbsp;&nbsp;Oman&nbsp;&nbsp;&nbsp;Greece Croatia&nbsp;&nbsp;Panama<br /><br /><b>Budget</b>: $5\n<br /><b>Posted On</b>: April 01, 2022 08:38 UTC<br /><b>Category</b>: Lead Generation<br /><b>Skills</b>:Data Scraping,     Data Entry,     Data Mining,     Lead Generation,     List Building,     Microsoft Excel,     Prospect List,     Researcher,     Market Research    \n<br /><b>Skills</b>:        Data Scraping,                     Data Entry,                     Data Mining,                     Lead Generation,                     List Building,                     Microsoft Excel,                     Prospect List,                     Researcher,                     Market Research            <br /><b>Country</b>: United States\n<br /><a href=""https://www.upwork.com/jobs/Lead-Generation-Data-Searching_%7E01059b6f52932f02e9?source=rss"">click to apply</a>'}]"
"SORARE BOT, FAST AUTOBUYER for Internet Card Game - Upwork","Fri, 01 Apr 2022 08:04:06 +0000",https://www.upwork.com/jobs/SORARE-BOT-FAST-AUTOBUYER-for-Internet-Card-Game_%7E01ffca639593f17248?source=rss,"[{'type': 'text/html', 'language': None, 'base': 'https://www.upwork.com/ab/feed/jobs/rss?q=scraping', 'value': 'Sorare is a Fantasy Football game released in 2019 where you collect digital cards (NFT) bearing the image of football players.<br /><br />\nThe game is based on Ethereum technology in which its own marketplace is integrated. The API is in Opensource made available by GraphQL.<br /><br />\nObjectives:<br />\n- Create an Autobuyer bot which, based on a given average price, would be able to buy a card as soon as it is put on the market. Provided that it is X% lower than its average price, it is a question here of spotting a price error and buying it as quickly as possible, before the other bots in service on the platform.<br /><br />\nFor Example: <br /><br />\n-If the newPlayer1 on the market is 20% cheaper then the average price, fast automated buy. <br />\n- After that more attributes: Only Players from 18-35 years old or only from European Leagues. etc.<br /><br />\n- Hide IP and ways to not be blocked.<br /><br />\nYou can find some information here:<br />\nhttps://github.com/sorare<br /><br />\nThe game is this:<br />\nsorare.com<br /><br /><b>Budget</b>: $500\n<br /><b>Posted On</b>: April 01, 2022 08:04 UTC<br /><b>Category</b>: Scripting &amp; Automation<br /><b>Skills</b>:Automation,     Data Scraping,     Game Development,     Scripting    \n<br /><b>Skills</b>:        Automation,                     Data Scraping,                     Game Development,                     Scripting            <br /><b>Country</b>: Germany\n<br /><a href=""https://www.upwork.com/jobs/SORARE-BOT-FAST-AUTOBUYER-for-Internet-Card-Game_%7E01ffca639593f17248?source=rss"">click to apply</a>'}]"
